订单ID,门店城市,购买渠道,性别,年龄,购买日期,商品编号,收益总额,订单量,商品量
52113,南京 ,线下,保密,保密,2020-09-24,No.005,99,1,1
21289,南京,线下,男,19,2020-09-26,No.005,201,1,2
41416,深圳,线下,男,25,2020-09-26,No.005,80,1,1
13376,南京 ,线上,男,33,2020-09-24,No.343,27,1,1
19290,武汉,线下,男,28,2020-09-26,No.005,203,2,2
48450,武汉,线下,女,21,2020-09-26,No.577,202,1,1
19873,北 京,线下,女,34,2020-09-21,No.902,373,5,6
48073,武汉,线上,男,45,2020-09-25,No.173,253,1,1
15422,上海,线下,男,33,2020-09-26,No.005,99,1,1
33915,上海,线下,男,22,2020-09-21,No.906,32,1,1
50406,武汉,线下,男,24,2020-09-27,No.277,55,1,1
10304,&nbsp南京,线下,女,25,2020-09-22,No.902,795,7,8
10419,南京 ,线上,女,37,2020-09-23,No.782,119,2,2
47368,上海,线下,女,33,2020-09-23,No.782,19,1,1
25511,北 京,线下,男,36,2020-09-26,No.906,33,1,1
15578,北京,线下,女,29,2020-09-26,No.277,137,2,2
36855,杭州,线下,男,35,2020-09-21,No.005,157,2,2
10055,&nbsp南京,线下,女,34,2020-09-26,No.005,60,1,1
38999,北 京,线下,女,34,2020-09-22,No.277,191,2,3
47241,北/京,线下,男,32,2020-09-26,No.782,60,1,1
51893,南京 ,线上,男,34,2020-09-22,No.277,306,1,2
48131,杭州,线下,女,29,2020-09-24,No.305,584,5,7
50486,杭州,线下,女,24,2020-09-27,No.902,143,1,2
44646,上海,线下,男,36,2020-09-26,No.005,58,1,1
12068,深圳,线下,女,28,2020-09-24,No.277,161,2,2
15526,武汉,线上,男,21,2020-09-22,No.005,377,4,4
40725,深圳,线下,女,39,2020-09-21,No.782,303,2,2
29282,杭州,线下,女,40,2020-09-27,No.173,502,2,2
54400,深圳,线下,女,36,2020-09-26,No.902,767,5,5
32378,&nbsp南京,线下,女,42,2020-09-24,No.343,19,1,1
38498,杭州,线下,女,23,2020-09-22,No.005,79,1,1
19910,&nbsp南京,线下,女,38,2020-09-22,No.343,78,1,2
51022,武汉,线下,女,29,2020-09-25,No.005,116,2,2
49514,杭州,线下,保密,保密,2020-09-23,No.277,79,1,1
40882,杭州,线下,女,17,2020-09-23,No.906,40,1,1
27774,深圳,线下,男,31,2020-09-26,No.005,101,1,1
22009,杭州,线下,女,35,2020-09-25,No.782,19,1,1
35996,深圳,线下,女,46,2020-09-23,No.782,200,1,1
46823,深圳,线下,女,33,2020-09-26,No.005,162,2,2
42798,北/京,线下,女,36,2020-09-26,No.277,1928,10,10
49968,武汉,线上,女,43,2020-09-24,No.343,244,1,3
28636,&nbsp南京,线上,女,28,2020-09-27,No.782,60,1,1
47000,杭州,线下,女,16,2020-09-26,No.005,60,1,1
28667,南京 ,线下,男,60,2020-09-24,No.005,99,1,1
16860,上海,线下,女,33,2020-09-26,No.782,19,1,1
29816,北/京,线下,女,30,2020-09-26,No.782,60,1,1
12753,杭州,线下,女,24,2020-09-21,No.782,153,1,1
17406,上海,线下,女,34,2020-09-27,No.005,250,2,2
42515,深圳,线下,女,37,2020-09-26,No.005,81,1,1
52873,北京,线下,男,26,2020-09-26,No.277,110,2,2
10076,北 京,线下,女,35,2020-09-23,No.005,120,2,2
23332,杭州,线下,女,26,2020-09-25,No.902,339,4,4
43566,深圳,线下,女,28,2020-09-22,No.173,150,1,1
19806,杭州,线下,男,32,2020-09-22,No.005,100,1,1
39881,上海,线上,女,34,2020-09-24,No.005,59,1,1
53214,深圳,线下,女,32,2020-09-27,No.005,99,1,1
51606,深圳,线下,女,23,2020-09-24,No.005,201,2,2
32759,杭州,线下,女,46,2020-09-26,No.005,79,1,1
42168,武汉,线上,女,34,2020-09-27,No.005,99,1,1
19228,武汉,线上,女,29,2020-09-27,No.902,1205,5,6
48971,上海,线下,女,50,2020-09-25,No.005,81,1,1
24006,上海,线下,女,30,2020-09-24,No.277,289,2,2
39269,杭州,线下,男,66,2020-09-26,No.305,150,1,1
24221,南京,线下,男,28,2020-09-27,No.005,99,1,1
31434,深圳,线下,男,39,2020-09-26,No.005,60,1,1
11984,北 京,线下,女,20,2020-09-27,No.005,39,1,1
48749,深圳,线下,女,39,2020-09-23,No.005,425,6,7
36372,杭州,线下,男,35,2020-09-26,No.343,20,1,1
28477,深圳,线下,女,35,2020-09-24,No.906,33,1,1
10161,深圳,线下,男,36,2020-09-27,No.005,80,1,1
53379,杭州,线下,女,26,2020-09-26,No.277,159,1,2
23586,武汉,线上,男,63,2020-09-27,No.277,229,1,3
43510,北京,线下,女,31,2020-09-27,No.005,699,6,7
32424,上海,线下,女,33,2020-09-27,No.005,81,1,1
18168,杭州,线下,男,68,2020-09-26,No.173,204,1,1
23498,南京 ,线上,女,41,2020-09-25,No.005,121,2,2
31554,北 京,线下,男,64,2020-09-27,No.277,101,1,1
27519,南京 ,线上,男,60,2020-09-24,No.005,80,1,1
28789,&nbsp南京,线上,女,36,2020-09-27,No.277,56,1,1
18946,上海,线下,女,26,2020-09-25,No.343,80,1,4
28590,上海,线上,女,32,2020-09-26,No.005,60,1,1
47908,上海,线下,男,38,2020-09-25,No.277,147,1,1
25750,&nbsp南京,线下,男,23,2020-09-25,No.782,19,1,1
51034,南京,线下,女,47,2020-09-22,No.005,239,1,3
39691,武汉,线下,女,28,2020-09-22,No.343,27,1,1
11753,杭州,线下,女,30,2020-09-27,No.782,40,1,1
30285,南京 ,线下,男,65,2020-09-24,No.782,19,1,1
46261,深圳,线下,女,69,2020-09-27,No.902,100,1,1
34134,深圳,线下,男,33,2020-09-25,No.906,33,1,1
54233,南京,线下,女,24,2020-09-21,No.277,112,1,2
16284,深圳,线下,男,43,2020-09-27,No.305,39,1,1
16095,杭州,线下,女,21,2020-09-22,No.343,80,1,1
42338,深圳,线下,女,16,2020-09-27,No.005,101,1,1
41373,上海,线下,男,33,2020-09-26,No.005,60,1,1
34224,武汉,线上,女,43,2020-09-24,No.343,39,1,1
37783,武汉,线上,女,22,2020-09-25,No.005,59,1,1
17519,上海,线下,男,59,2020-09-27,No.902,101,1,1
50370,武汉,线下,女,22,2020-09-26,No.005,203,2,2
25752,武汉,线上,女,22,2020-09-24,No.305,150,1,1
31506,北/京,线下,男,60,2020-09-26,No.005,101,1,1
29522,深圳,线下,女,38,2020-09-27,No.902,81,1,1
30723,北/京,线下,女,33,2020-09-26,No.005,80,1,1
33638,武汉,线上,女,57,2020-09-24,No.005,80,1,1
10329,杭州,线下,男,68,2020-09-26,No.005,305,3,3
41487,深圳,线下,男,20,2020-09-23,No.906,79,2,2
47156,杭州,线下,女,42,2020-09-25,No.005,60,1,1
37181,北/京,线下,女,26,2020-09-27,No.902,602,2,3
13813,南京,线下,女,42,2020-09-21,No.005,101,1,1
47793,&nbsp南京,线下,女,59,2020-09-21,No.782,200,1,1
29487,武汉,线上,女,31,2020-09-25,No.343,80,1,1
43723,南京 ,线上,男,39,2020-09-26,No.782,19,1,1
50736,杭州,线下,女,43,2020-09-25,No.005,81,1,1
36189,深圳,线下,男,60,2020-09-26,No.005,201,2,2
33389,武汉,线下,男,23,2020-09-23,No.577,79,1,1
10510,深圳,线下,男,32,2020-09-27,No.005,200,2,2
48226,上海,线上,女,21,2020-09-26,No.005,198,3,3
31635,武汉,线上,女,64,2020-09-24,No.005,81,1,1
47131,深圳,线下,男,54,2020-09-24,No.005,19,1,1
29539,杭州,线下,女,24,2020-09-27,No.906,190,4,5
12849,杭州,线下,男,32,2020-09-25,No.902,383,2,4
29895,武汉,线上,女,34,2020-09-23,No.005,639,6,7
32518,南京 ,线下,女,40,2020-09-26,No.005,39,1,1
36312,深圳,线下,男,32,2020-09-27,No.782,151,1,1
19814,&nbsp南京,线上,女,33,2020-09-24,No.902,80,1,1
27052,南京 ,线上,男,23,2020-09-23,No.005,317,4,4
18208,北 京,线下,男,33,2020-09-23,No.005,203,1,2
51135,北 京,线下,女,58,2020-09-27,No.906,40,1,1
47954,上海,线下,男,44,2020-09-25,No.005,81,1,1
24247,武汉,线下,女,21,2020-09-23,No.005,76,1,1
23972,武汉,线下,女,25,2020-09-26,No.005,80,1,1
45064,深圳,线下,女,31,2020-09-22,No.305,142,2,4
30518,南京 ,线下,女,32,2020-09-25,No.005,162,2,2
25771,深圳,线下,男,28,2020-09-24,No.343,49,1,1
21634,深圳,线下,女,34,2020-09-25,No.343,26,1,1
46849,武汉,线下,男,29,2020-09-26,No.005,81,1,1
18044,上海,线下,女,26,2020-09-25,No.343,79,1,1
36283,武汉,线下,女,38,2020-09-27,No.277,212,4,5
34220,北 京,线上,男,61,2020-09-26,No.277,432,3,3
23322,北 京,线下,男,39,2020-09-22,No.906,33,1,1
27951,深圳,线下,男,30,2020-09-26,No.906,115,2,3
20166,南京 ,线下,女,36,2020-09-25,No.005,100,1,1
16784,深圳,线下,女,42,2020-09-26,No.005,120,3,3
41459,武汉,线下,女,34,2020-09-24,No.005,98,2,2
35733,杭州,线下,男,33,2020-09-26,No.173,202,1,1
31816,北 京,线下,男,22,2020-09-23,No.782,57,2,3
48760,&nbsp南京,线下,男,65,2020-09-22,No.782,39,1,1
44122,北 京,线下,女,49,2020-09-26,No.005,60,1,1
10584,武汉,线下,男,20,2020-09-27,No.902,150,1,1
28470,北/京,线下,女,51,2020-09-25,No.173,256,1,1
28915,北 京,线下,男,33,2020-09-27,No.173,256,1,1
53357,&nbsp南京,线上,女,22,2020-09-24,No.902,60,1,1
20706,武汉,线上,男,31,2020-09-23,No.906,113,2,3
16200,武汉,线下,男,28,2020-09-24,No.173,151,1,1
49865,北 京,线下,女,31,2020-09-25,No.305,39,1,1
20336,杭州,线下,男,17,2020-09-27,No.902,1053,14,17
43620,北/京,线下,男,35,2020-09-26,No.277,113,1,2
24989,深圳,线下,女,24,2020-09-21,No.577,753,4,4
10613,南京 ,线下,男,41,2020-09-27,No.902,100,1,1
14922,北 京,线上,女,52,2020-09-21,No.902,101,1,1
54517,北 京,线下,男,66,2020-09-21,No.005,79,1,1
27815,深圳,线下,女,34,2020-09-24,No.902,2261,28,33
28994,上海,线下,女,27,2020-09-25,No.782,60,1,1
50598,武汉,线上,女,24,2020-09-22,No.343,55,1,2
33823,北/京,线下,女,52,2020-09-24,No.782,80,1,1
26484,深圳,线下,女,30,2020-09-26,No.902,342,4,4
13217,深圳,线下,男,20,2020-09-27,No.277,59,1,1
46463,杭州,线下,女,22,2020-09-25,No.305,157,4,4
37006,杭州,线下,女,63,2020-09-26,No.906,81,1,2
18409,武汉,线上,女,37,2020-09-24,No.782,200,1,1
15279,深圳,线下,男,37,2020-09-25,No.343,19,1,1
52119,南京 ,线上,女,32,2020-09-27,No.005,99,1,1
17384,深圳,线下,女,30,2020-09-26,No.305,39,1,1
44498,北 京,线下,女,32,2020-09-23,No.343,119,2,6
15910,杭州,线下,男,20,2020-09-26,No.343,60,1,1
34126,北/京,线下,女,30,2020-09-25,No.005,239,3,3
26345,杭州,线下,女,52,2020-09-25,No.902,358,3,5
13324,武汉,线下,男,55,2020-09-26,No.005,99,1,1
37276,上海,线下,男,20,2020-09-25,No.005,57,1,1
15341,&nbsp南京,线下,女,34,2020-09-24,No.782,38,1,1
27516,南京 ,线上,男,30,2020-09-27,No.906,41,1,1
31774,武汉,线下,男,28,2020-09-27,No.005,58,1,1
11819,深圳,线下,女,32,2020-09-21,No.005,201,2,2
41474,南京 ,线下,女,63,2020-09-27,No.782,196,1,1
11242,武汉,线下,女,43,2020-09-25,No.005,59,1,1
33908,武汉,线下,男,24,2020-09-26,No.277,116,2,2
24646,上海,线下,女,30,2020-09-24,No.005,39,1,1
20661,杭州,线下,男,33,2020-09-26,No.005,101,1,1
11705,北 京,线下,女,49,2020-09-27,No.577,200,1,1
41608,杭州,线下,男,69,2020-09-27,No.343,40,1,1
46493,杭州,线下,男,38,2020-09-27,No.906,33,1,1
34628,杭州,线下,男,27,2020-09-26,No.005,100,1,1
30969,武汉,线上,男,40,2020-09-24,No.906,40,1,1
31589,杭州,线下,女,23,2020-09-21,No.343,20,1,1
36121,武汉,线下,女,52,2020-09-26,No.277,1185,7,7
50301,深圳,线下,男,20,2020-09-26,No.906,40,1,1
49036,杭州,线下,男,31,2020-09-23,No.005,101,1,1
12336,南京 ,线上,女,47,2020-09-26,No.902,80,1,1
29484,杭州,线下,女,49,2020-09-27,No.173,204,1,1
39375,南京 ,线上,男,43,2020-09-25,No.005,101,1,1
20466,杭州,线下,女,37,2020-09-26,No.005,99,1,1
19899,北 京,线上,男,36,2020-09-26,No.902,151,1,1
16586,上海,线下,保密,保密,2020-09-24,No.005,202,2,3
24799,上海,线下,女,31,2020-09-25,No.277,306,2,2
18673,南京 ,线下,女,38,2020-09-22,No.782,100,2,2
19614,南京,线下,女,34,2020-09-22,No.782,382,4,5
30968,杭州,线下,男,24,2020-09-22,No.906,79,2,2
14930,深圳,线下,女,38,2020-09-22,No.305,973,5,5
19572,南京 ,线上,女,26,2020-09-26,No.343,109,3,4
27997,杭州,线下,男,34,2020-09-23,No.906,41,1,1
23149,武汉,线下,女,46,2020-09-23,No.005,60,1,1
18828,&nbsp南京,线下,女,27,2020-09-22,No.005,100,1,1
54432,北 京,线下,女,46,2020-09-27,No.005,159,1,2
45075,上海,线下,女,20,2020-09-22,No.005,100,1,1
48203,南京 ,线下,女,24,2020-09-23,No.005,100,1,1
41989,杭州,线下,女,29,2020-09-27,No.005,664,4,5
50578,南京 ,线上,男,40,2020-09-24,No.277,54,1,1
28832,北 京,线下,男,30,2020-09-26,No.782,60,1,1
10789,武汉,线下,男,24,2020-09-24,No.305,80,1,1
30310,北/京,线下,女,27,2020-09-26,No.902,794,11,11
24819,杭州,线下,女,36,2020-09-24,No.343,27,1,1
12529,南京 ,线下,女,36,2020-09-23,No.277,50,1,1
28417,北 京,线下,男,28,2020-09-27,No.005,199,1,2
39332,北 京,线下,男,26,2020-09-27,No.005,80,1,1
30042,上海,线下,男,26,2020-09-24,No.005,60,1,1
30178,&nbsp南京,线下,男,67,2020-09-21,No.005,60,1,1
15121,上海,线下,女,57,2020-09-24,No.005,60,1,1
35107,北/京,线下,女,30,2020-09-25,No.782,247,5,6
48024,南京 ,线上,女,22,2020-09-26,No.005,81,1,1
45960,&nbsp南京,线下,女,27,2020-09-21,No.005,79,1,1
15788,杭州,线下,女,31,2020-09-24,No.005,119,2,2
42859,武汉,线上,女,25,2020-09-23,No.005,100,2,2
35214,北/京,线下,男,20,2020-09-24,No.005,81,1,1
34616,深圳,线下,女,35,2020-09-27,No.005,201,2,2
51221,北 京,线上,女,21,2020-09-27,No.005,407,3,4
19049,深圳,线下,男,25,2020-09-27,No.005,99,2,2
30035,深圳,线下,女,35,2020-09-25,No.343,81,1,1
43673,杭州,线下,女,41,2020-09-27,No.577,151,1,1
35130,南京 ,线下,男,34,2020-09-26,No.343,27,1,1
23482,北 京,线下,女,38,2020-09-24,No.782,40,1,1
54519,南京 ,线下,男,26,2020-09-26,No.005,199,2,2
17127,上海,线下,女,33,2020-09-27,No.005,60,1,1
35567,北/京,线下,男,64,2020-09-25,No.277,56,1,1
13856,深圳,线下,女,58,2020-09-21,No.005,116,1,2
49637,杭州,线下,男,44,2020-09-22,No.005,60,1,1
11522,南京 ,线上,男,26,2020-09-26,No.906,33,1,1
39336,深圳,线下,男,25,2020-09-23,No.305,39,1,1
27081,杭州,线下,女,35,2020-09-27,No.005,101,1,1
45727,南京 ,线上,女,45,2020-09-27,No.902,409,1,2
36406,北京,线下,女,32,2020-09-27,No.005,201,2,2
14885,武汉,线上,女,33,2020-09-22,No.005,279,5,5
38115,深圳,线下,男,35,2020-09-26,No.305,40,1,1
30105,武汉,线上,女,31,2020-09-25,No.005,79,1,1
42404,北 京,线上,女,27,2020-09-27,No.005,120,2,2
28269,杭州,线下,女,43,2020-09-25,No.005,201,1,2
35287,上海,线下,女,65,2020-09-22,No.005,100,1,1
29910,北/京,线下,男,35,2020-09-26,No.277,57,1,1
43443,深圳,线下,女,32,2020-09-23,No.005,119,3,3
25317,深圳,线下,女,36,2020-09-27,No.343,39,1,1
54333,上海,线下,男,54,2020-09-25,No.906,38,1,1
46692,上海,线下,男,36,2020-09-21,No.343,158,1,2
13179,深圳,线下,男,42,2020-09-22,No.005,81,1,1
13112,北 京,线下,男,54,2020-09-27,No.005,59,1,1
43489,上海,线下,女,23,2020-09-26,No.005,80,1,1
43517,上海,线下,女,20,2020-09-26,No.005,100,1,1
34238,南京,线下,男,16,2020-09-24,No.005,60,1,1
38419,&nbsp南京,线上,女,42,2020-09-25,No.005,235,3,3
51415,北 京,线下,女,37,2020-09-21,No.005,121,2,2
19150,武汉,线下,女,35,2020-09-26,No.005,403,4,4
15789,北京,线下,女,37,2020-09-23,No.343,60,2,3
17331,北京,线下,女,27,2020-09-21,No.343,161,2,2
43415,深圳,线下,男,25,2020-09-26,No.906,33,1,1
30400,南京 ,线上,男,65,2020-09-22,No.782,60,1,1
41340,武汉,线下,女,20,2020-09-26,No.005,60,1,1
54530,杭州,线下,女,38,2020-09-27,No.902,79,1,1
18422,武汉,线上,男,60,2020-09-27,No.902,303,2,2
23701,北 京,线下,男,42,2020-09-27,No.305,33,1,1
31604,杭州,线下,女,37,2020-09-26,No.173,256,1,1
37084,深圳,线下,女,36,2020-09-26,No.005,99,1,1
26967,深圳,线下,男,63,2020-09-26,No.005,150,1,1
51820,杭州,线下,男,22,2020-09-22,No.005,599,4,6
14163,北京,线下,男,68,2020-09-26,No.005,81,1,1
40220,上海,线下,男,20,2020-09-26,No.902,401,2,2
16634,武汉,线下,女,40,2020-09-27,No.005,200,1,1
11187,北/京,线下,男,16,2020-09-26,No.277,150,1,1
33288,北京,线下,女,37,2020-09-24,No.277,80,1,1
34340,杭州,线下,女,37,2020-09-22,No.782,59,1,1
24136,北 京,线下,女,38,2020-09-23,No.902,2003,17,28
42662,南京 ,线下,女,44,2020-09-27,No.005,79,1,1
29657,&nbsp南京,线下,女,28,2020-09-27,No.906,39,1,1
43684,武汉,线下,女,35,2020-09-23,No.782,139,3,3
52193,上海,线上,女,20,2020-09-26,No.906,56,1,2
43784,武汉,线上,男,65,2020-09-23,No.005,80,1,1
30072,武汉,线下,男,26,2020-09-21,No.343,27,1,1
50123,深圳,线下,女,40,2020-09-25,No.906,67,1,2
30867,杭州,线下,女,22,2020-09-27,No.305,39,1,1
35679,杭州,线下,女,36,2020-09-24,No.277,244,3,3
42880,深圳,线下,女,52,2020-09-22,No.005,80,1,1
10098,北/京,线下,男,66,2020-09-21,No.005,100,1,1
29663,深圳,线下,女,27,2020-09-26,No.902,153,1,1
36345,&nbsp南京,线下,女,35,2020-09-24,No.005,79,1,1
10023,武汉,线下,男,53,2020-09-26,No.305,33,1,1
18237,北 京,线下,男,31,2020-09-26,No.277,81,1,1
16947,南京 ,线上,男,20,2020-09-21,No.305,39,1,1
29755,武汉,线上,女,20,2020-09-27,No.005,59,1,1
30154,北/京,线下,女,25,2020-09-25,No.005,81,1,1
31953,武汉,线下,女,21,2020-09-25,No.902,79,1,1
34130,南京,线下,男,27,2020-09-25,No.305,70,1,1
11365,深圳,线下,男,28,2020-09-26,No.005,99,1,1
10701,深圳,线下,男,34,2020-09-27,No.005,79,1,1
39719,上海,线下,男,47,2020-09-24,No.173,150,1,1
40217,杭州,线下,女,31,2020-09-26,No.277,210,3,3
47621,上海,线下,男,41,2020-09-25,No.005,100,1,1
23368,武汉,线上,女,41,2020-09-27,No.305,303,2,2
28834,北/京,线下,女,25,2020-09-24,No.005,99,1,1
25504,杭州,线下,男,30,2020-09-26,No.005,201,2,2
19253,武汉,线上,女,46,2020-09-23,No.782,713,4,4
44419,深圳,线下,女,23,2020-09-23,No.005,101,1,1
38162,深圳,线下,男,30,2020-09-25,No.906,40,1,1
20458,北 京,线下,女,26,2020-09-26,No.277,143,1,1
14877,上海,线下,女,53,2020-09-22,No.902,699,3,7
37840,上海,线上,女,17,2020-09-26,No.005,241,2,3
32198,南京 ,线下,男,23,2020-09-27,No.005,80,1,1
37938,北京,线下,女,25,2020-09-23,No.005,602,10,10
10216,杭州,线下,女,32,2020-09-26,No.305,101,1,1
11062,深圳,线下,男,20,2020-09-27,No.906,40,1,1
37621,武汉,线下,女,28,2020-09-26,No.005,79,1,1
32757,北/京,线下,女,38,2020-09-21,No.005,138,3,3
26187,杭州,线下,男,34,2020-09-27,No.005,100,1,1
30261,北 京,线下,女,56,2020-09-26,No.277,100,1,1
49438,北 京,线上,男,60,2020-09-22,No.005,199,1,2
30217,武汉,线下,男,69,2020-09-26,No.005,100,1,1
38606,北/京,线下,男,27,2020-09-26,No.277,153,1,1
34294,&nbsp南京,线下,男,46,2020-09-22,No.005,153,1,1
34321,武汉,线下,男,38,2020-09-24,No.005,80,1,1
15811,杭州,线下,女,22,2020-09-24,No.906,33,1,1
35413,&nbsp南京,线下,女,28,2020-09-24,No.005,201,1,2
24637,南京 ,线上,男,64,2020-09-23,No.277,101,1,1
26172,北 京,线下,女,20,2020-09-25,No.906,40,1,1
21287,武汉,线上,男,30,2020-09-21,No.005,101,1,1
33499,深圳,线下,女,43,2020-09-22,No.005,79,1,1
23466,北/京,线下,男,38,2020-09-21,No.005,101,1,1
54288,南京 ,线下,女,55,2020-09-22,No.005,39,1,1
43579,上海,线下,女,47,2020-09-22,No.005,201,2,2
14737,南京,线下,女,31,2020-09-24,No.005,203,2,2
29440,杭州,线下,女,35,2020-09-25,No.173,253,1,1
45132,南京,线下,女,30,2020-09-25,No.005,81,1,1
12563,深圳,线下,保密,保密,2020-09-27,No.005,119,1,2
43612,深圳,线下,男,39,2020-09-21,No.305,35,1,1
31387,北/京,线下,女,27,2020-09-26,No.343,66,2,3
39667,武汉,线上,女,40,2020-09-23,No.005,79,1,1
37319,北 京,线下,女,31,2020-09-23,No.305,222,4,4
11439,武汉,线下,男,29,2020-09-23,No.005,101,1,1
54098,深圳,线下,男,32,2020-09-26,No.782,59,1,1
17990,武汉,线下,女,33,2020-09-26,No.343,80,1,1
53938,南京 ,线下,女,58,2020-09-25,No.005,99,1,1
20497,北/京,线下,女,26,2020-09-27,No.005,100,1,1
16573,北 京,线下,女,24,2020-09-26,No.782,120,2,2
29124,杭州,线下,女,26,2020-09-22,No.906,74,1,2
29354,杭州,线下,男,28,2020-09-27,No.005,80,1,1
49815,南京,线下,女,23,2020-09-26,No.005,483,4,6
42598,深圳,线下,男,69,2020-09-26,No.005,99,2,2
13174,&nbsp南京,线下,女,33,2020-09-24,No.005,100,1,1
21933,北/京,线下,男,37,2020-09-27,No.005,203,1,2
25259,武汉,线上,女,31,2020-09-25,No.277,79,1,1
12299,北/京,线下,男,49,2020-09-22,No.577,101,1,1
16034,上海,线下,女,26,2020-09-25,No.782,60,1,1
42535,北京,线下,女,27,2020-09-26,No.173,1025,4,4
53799,上海,线下,男,21,2020-09-25,No.343,54,1,2
30873,杭州,线下,女,21,2020-09-26,No.005,160,2,2
24670,南京 ,线上,男,29,2020-09-26,No.005,80,1,1
37391,&nbsp南京,线下,女,25,2020-09-24,No.005,121,1,2
24695,北京,线下,女,38,2020-09-24,No.343,79,1,1
45140,武汉,线上,女,30,2020-09-23,No.005,303,2,2
35191,南京 ,线上,男,33,2020-09-23,No.005,98,1,1
50470,南京 ,线下,女,38,2020-09-26,No.277,252,4,4
31313,上海,线上,女,41,2020-09-22,No.906,33,1,1
40242,武汉,线上,男,21,2020-09-22,No.005,199,2,2
37017,南京 ,线上,女,36,2020-09-27,No.343,159,2,2
45582,南京 ,线下,男,48,2020-09-27,No.005,101,1,1
49164,北 京,线下,女,37,2020-09-26,No.277,60,1,1
36956,深圳,线下,女,28,2020-09-24,No.173,512,2,2
43381,北/京,线下,女,31,2020-09-22,No.277,57,1,1
10825,杭州,线下,男,29,2020-09-23,No.005,201,1,2
33098,杭州,线下,女,34,2020-09-26,No.782,237,4,4
44936,北 京,线下,男,30,2020-09-24,No.906,33,1,1
25947,深圳,线下,女,37,2020-09-24,No.005,195,2,2
41046,深圳,线下,女,60,2020-09-23,No.343,19,1,1
37577,北/京,线下,女,20,2020-09-26,No.782,409,2,2
20676,武汉,线上,男,27,2020-09-21,No.005,203,2,2
11277,南京,线下,女,23,2020-09-27,No.005,659,3,3
35580,深圳,线下,女,28,2020-09-23,No.005,58,1,1
18627,北 京,线上,男,34,2020-09-27,No.005,199,2,2
19679,南京 ,线下,女,40,2020-09-26,No.343,0,1,1
26272,武汉,线下,男,33,2020-09-26,No.343,27,1,1
26260,深圳,线下,保密,保密,2020-09-23,No.782,120,2,2
37846,杭州,线下,女,32,2020-09-22,No.005,100,1,1
13954,北/京,线下,女,43,2020-09-22,No.577,100,1,1
20824,&nbsp南京,线下,女,30,2020-09-25,No.005,151,1,1
50595,杭州,线下,女,30,2020-09-26,No.902,140,2,2
46430,深圳,线下,女,25,2020-09-24,No.005,160,2,2
